,AA,ALB,FCX,NEM,NUE,SCCO,STLD,ROCK,WIRE,WPM,XME
2019-11-01,21.88,64.48,10.51,39.62,55.37,37.34,31.6,54.31,57.7,27.92,27.14
2019-11-04,22.905,67.7,10.81,38.85,55.91,38.07,31.58,53.44,59.64,26.82,27.43
2019-11-05,22.6,67.38,10.91,37.55,55.47,37.98,31.435,53.14,57.7,26.91,27.49
2019-11-06,21.91,66.83,10.64,37.64,55.14,36.94,30.84,53.68,57.78,27.07,27.23
2019-11-07,22.57,71.4,11.28,36.925,55.53,38.03,31.64,52.95,58.53,26.45,27.46
2019-11-08,22.55,68.01,11.52,36.6,55.55,37.8,31.65,52.775,58.6,26.27,27.65
2019-11-11,22.23,67.72,11.08,36.71,55.46,38.09,32.23,52.18,60.12,26.35,27.49
2019-11-12,22.19,65.35,11.05,36.9,55.3,37.79,32.26,52.36,59.78,26.35,27.345
2019-11-13,21.23,65.16,10.83,37.36,54.66,37.34,31.36,52.29,58.45,26.59,26.97
2019-11-14,20.98,65.54,10.81,37.54,54.5,37.16,31.33,52.39,58.53,26.47,26.8
2019-11-15,20.89,66.15,11.16,37.6,54.94,37.73,31.83,53.0,57.53,26.94,26.94
2019-11-18,20.74,67.1,11.01,38.07,55.48,37.29,31.87,53.01,56.94,28.0,27.16
2019-11-19,20.57,66.43,11.28,38.35,54.8,37.6,31.47,52.5,56.81,27.79,27.07
2019-11-20,20.37,65.08,11.05,38.49,54.08,36.98,31.52,52.33,55.65,27.96,26.945
2019-11-21,20.15,65.13,11.01,38.21,54.26,37.1,31.8,51.86,56.13,27.49,26.8
2019-11-22,20.57,64.9,11.35,38.1,55.25,37.91,32.6,51.81,56.02,27.35,27.09
2019-11-25,20.44,65.13,11.66,37.75,55.9,38.2,33.37,52.24,57.63,26.95,27.56
2019-11-26,20.27,65.59,11.7,38.11,56.0,38.08,33.72,52.19,57.69,27.61,27.66
2019-11-27,20.6,65.51,11.61,38.19,56.39,38.52,33.97,52.51,58.3,27.27,27.77
2019-11-29,20.35,65.36,11.3716,38.45,56.36,38.03,33.73,52.29,58.2,27.65,27.655
2019-12-02,20.34,65.07,11.46,38.75,56.64,37.97,34.17,51.6,57.92,27.96,27.84
2019-12-03,19.78,63.68,10.92,39.39,55.27,36.99,33.76,52.36,55.82,28.27,27.8
2019-12-04,19.765,62.93,11.11,39.12,55.82,37.7,34.05,52.67,56.96,28.055,28.13
2019-12-05,19.87,63.7,11.34,40.01,56.53,38.4,34.42,53.15,57.12,28.07,28.38
2019-12-06,20.6,64.29,11.65,39.81,57.61,38.81,35.1,54.2,57.99,27.26,28.6
2019-12-09,20.24,64.72,12.1,39.715,57.75,39.33,35.07,53.2,57.28,27.09,28.88
2019-12-10,20.65,65.3,12.285,40.0,57.74,39.62,34.87,52.65,56.88,27.5,28.96
2019-12-11,20.65,65.67,12.84,40.89,58.13,40.55,34.74,53.06,58.04,27.95,29.23
2019-12-12,21.26,68.01,13.06,41.12,58.1,41.22,35.07,53.12,58.85,27.68,29.53
2019-12-13,20.68,66.63,12.86,41.29,56.49,41.49,34.67,52.53,57.65,28.2,29.19
2019-12-16,20.99,66.2,12.945,40.99,56.475,41.24,33.98,51.85,57.39,27.63,29.0
2019-12-17,20.7,68.77,12.96,40.46,57.17,42.0,34.915,52.2,58.82,27.41,29.08
2019-12-18,20.95,68.88,12.98,40.99,57.06,42.63,34.84,51.76,58.53,27.88,29.29
2019-12-19,21.49,69.45,13.0,40.875,56.53,42.85,34.58,51.23,58.63,28.04,28.97
2019-12-20,21.235,70.4,12.71,40.94,56.86,42.3,34.97,51.0,57.14,27.18,28.485
2019-12-23,21.48,72.45,12.85,41.76,56.77,42.67,34.4,50.96,56.63,28.52,28.87
2019-12-24,21.59,72.32,12.9899,42.18,56.66,42.61,34.63,51.07,56.85,29.54,29.16
2019-12-26,21.46,72.49,13.17,42.71,56.79,43.18,34.68,51.04,56.85,29.76,29.31
2019-12-27,21.58,72.01,13.02,42.71,56.66,42.58,34.53,50.62,57.11,29.49,29.17
2019-12-30,21.3432,71.94,13.02,43.76,56.09,42.51,34.06,50.47,57.61,30.04,29.17
2019-12-31,21.51,73.04,13.125,43.45,56.27,42.46,34.05,50.44,57.36,29.76,29.28
2020-01-02,21.425,72.61,13.205,43.23,55.11,42.71,33.8,50.75,57.85,29.71,29.15
2020-01-03,21.481,71.57,12.8,42.84,54.38,41.53,33.2,50.38,57.97,29.55,28.88
2020-01-06,20.99,71.47,12.85,43.27,53.93,41.635,33.1,50.11,56.78,29.26,28.62
2020-01-07,21.31,72.43,13.05,43.24,53.8,41.67,33.83,49.44,56.78,29.37,28.79
2020-01-08,20.46,71.19,13.17,42.09,53.7,41.91,33.865,49.74,56.85,28.02,28.27
2020-01-09,19.79,72.75,12.955,41.66,53.49,42.24,33.54,50.9,56.835,27.76,27.81
2020-01-10,19.45,72.08,12.9,42.27,52.77,42.99,32.7,51.31,57.04,27.775,27.56
2020-01-13,19.62,75.84,13.53,42.46,53.36,44.39,33.25,52.04,58.35,27.46,27.81
2020-01-14,20.37,78.17,13.21,42.82,53.98,44.29,33.61,52.76,58.34,27.73,28.1
2020-01-15,20.185,80.12,12.98,43.51,53.44,43.81,33.03,53.11,58.92,28.14,28.01
2020-01-16,17.79,80.42,12.86,43.83,53.36,43.5,32.96,53.67,59.63,28.035,27.94
2020-01-17,17.68,80.89,12.87,43.48,53.8,43.93,33.21,53.85,59.31,28.21,27.45
2020-01-21,17.11,81.33,12.27,43.69,52.35,42.27,31.93,53.7,59.17,28.86,26.67
2020-01-22,16.59,81.37,12.32,43.78,51.96,41.88,32.04,55.07,58.31,29.15,26.58
2020-01-23,16.29,81.88,11.975,43.7,51.75,40.98,31.64,56.18,58.16,29.19,26.37
2020-01-24,15.51,81.15,11.84,44.29,50.32,39.85,30.73,54.77,56.84,29.736,25.99
2020-01-27,14.865,78.94,10.88,44.54,49.22,37.97,30.33,54.43,56.56,29.27,25.48
2020-01-28,14.71,80.19,11.3,44.29,49.47,38.85,30.7,56.23,56.97,28.86,25.12
2020-01-29,14.495,80.72,11.29,44.62,48.07,38.61,30.27,56.03,55.43,28.78,25.32
2020-01-30,14.29,80.76,11.32,44.96,48.86,38.88,30.44,55.76,55.62,28.99,25.38
2020-01-31,13.95,80.35,11.09,45.04,47.49,37.66,29.88,54.47,54.35,29.45,24.9
2020-02-03,14.24,80.79,11.45,45.59,47.94,38.19,30.02,54.14,54.38,28.93,25.11
2020-02-04,14.7,90.43,12.03,44.23,48.84,40.01,29.94,54.18,55.87,28.8,25.7
2020-02-05,15.81,87.51,12.405,44.3,49.52,40.16,30.12,54.54,57.41,28.46,26.76
2020-02-06,15.91,86.95,12.31,44.39,49.03,39.59,29.46,54.52,56.34,29.065,26.69
2020-02-07,15.55,82.53,11.8,44.02,47.92,38.64,29.03,55.35,55.28,28.54,26.06
2020-02-10,15.42,83.24,12.165,44.43,47.66,38.33,29.1,55.03,54.86,29.04,26.02
2020-02-11,15.75,84.75,12.4,44.23,48.35,38.94,29.68,55.23,55.65,29.45,26.34
2020-02-12,15.77,86.81,12.67,43.89,48.38,39.51,29.4,54.9875,56.7,28.86,26.05
2020-02-13,15.77,87.93,12.615,44.03,47.95,39.45,29.11,55.19,57.67,29.005,26.03
2020-02-14,15.67,89.65,12.235,44.07,47.15,39.27,28.43,55.29,56.63,29.985,25.62
2020-02-18,15.98,88.71,12.02,45.58,47.4,38.17,28.73,55.0,56.52,31.39,25.86
2020-02-19,16.7,89.02,12.1,46.16,47.7,38.81,29.11,55.03,51.95,32.18,26.17
2020-02-20,16.1,94.31,12.08,48.1,47.85,38.31,29.35,55.48,51.99,32.425,25.79
2020-02-21,16.11,92.43,11.94,49.44,48.57,37.82,29.695,55.29,53.02,32.9,25.64
2020-02-24,15.36,89.6,11.24,50.27,47.29,36.13,29.32,52.63,52.51,33.32,24.87
2020-02-25,14.5,85.85,10.72,49.14,44.95,35.05,28.05,51.57,49.98,33.15,23.99
2020-02-26,14.12,85.69,10.47,49.41,43.67,35.02,27.85,50.95,49.63,32.57,23.58
2020-02-27,13.45,80.8,9.79,46.53,41.81,33.57,26.89,48.83,50.87,30.96,22.56
2020-02-28,13.87,81.86,9.95,44.63,41.36,33.65,26.63,50.71,48.97,28.49,22.13
2020-03-02,13.72,84.3,10.51,46.82,42.71,35.11,27.28,52.4,51.62,29.29,22.72
2020-03-03,12.93,82.77,10.07,49.72,41.85,34.67,26.65,51.94,49.24,30.51,22.42
2020-03-04,12.89,86.31,10.45,51.01,43.18,35.88,27.35,54.49,49.55,30.63,22.95
2020-03-05,11.88,84.77,9.99,52.08,40.74,35.37,25.66,53.3,47.89,30.68,22.08
2020-03-06,11.01,82.63,9.44,52.355,39.61,35.3,24.95,51.64,47.56,30.53,21.33
2020-03-09,8.68,72.95,8.22,47.76,34.71,32.01,21.195,49.51,44.97,28.43,18.56
2020-03-10,9.25,75.17,9.0,48.39,37.13,35.23,22.59,49.21,45.47,29.47,19.27
2020-03-11,9.195,70.01,8.11,46.02,35.43,31.52,21.15,46.75,44.41,27.67,17.81
2020-03-12,7.51,64.78,7.17,44.42,31.77,26.58,18.74,41.16,40.78,26.53,15.78
2020-03-13,8.0,68.02,7.53,39.44,35.8,29.24,21.85,40.685,43.69,24.11,16.82
2020-03-16,6.82,58.93,6.24,40.71,30.63,27.63,17.86,38.76,39.62,24.5,15.62
2020-03-17,7.0,67.06,6.48,45.81,30.99,27.89,17.5,37.38,44.62,26.72,17.11
2020-03-18,5.7301,68.89,5.305,41.58,29.3401,25.9,15.6,31.4,41.66,25.63,14.52
2020-03-19,5.83,61.93,5.74,41.72,30.81,27.11,18.5,39.39,42.63,23.74,15.24
2020-03-20,5.47,53.4401,5.52,40.59,30.66,25.34,18.81,36.54,39.48,24.14,14.52
2020-03-23,5.675,50.86,5.4,41.66,28.44,23.48,17.89,36.9,39.26,25.4,14.33
2020-03-24,7.27,56.04,6.99,47.44,31.98,26.58,20.84,40.03,41.68,27.89,16.13
2020-03-25,7.09,60.02,7.26,47.47,31.2,27.58,19.7,39.23,41.22,29.05,16.23
2020-03-26,6.84,60.13,6.995,48.14,33.59,28.43,20.57,42.78,44.72,29.6,16.58
2020-03-27,6.55,54.98,6.2,46.42,33.35,26.59,20.27,42.77,42.31,28.19,15.64
2020-03-30,6.06,55.63,6.24,46.34,34.93,27.62,21.83,42.3,41.83,27.93,15.91
2020-03-31,6.155,56.37,6.74,45.17,36.03,28.16,22.54,42.55,42.0,27.5,16.14
2020-04-01,6.25,54.8,6.31,46.52,35.92,26.55,21.96,39.5,39.73,27.44,15.84
2020-04-02,6.07,53.67,6.4,48.26,35.96,27.33,21.28,39.69,40.19,28.37,16.11
2020-04-03,5.97,52.7,6.32,47.15,35.68,26.77,20.95,38.25,38.64,27.82,15.68
2020-04-06,6.55,56.93,7.19,50.08,37.52,28.4,22.6,41.46,41.58,29.35,16.87
2020-04-07,7.02,56.98,7.58,49.96,37.34,29.55,22.76,40.31,41.78,29.45,16.88
2020-04-08,7.265,61.79,8.03,50.52,39.06,30.14,23.51,42.24,43.71,29.38,17.41
2020-04-09,7.42,67.0,8.19,57.27,39.44,31.1,23.97,45.13,45.27,31.98,18.6
2020-04-13,7.55,63.22,8.3,59.8,38.8,30.84,23.67,43.25,43.61,33.92,18.55
2020-04-14,7.715,63.69,8.31,59.9,38.37,30.97,23.21,44.23,43.71,33.745,18.75
2020-04-15,7.26,58.23,7.665,58.2,35.53,28.92,21.85,42.42,41.26,33.23,17.63
2020-04-16,6.95,58.56,7.57,59.89,35.51,28.37,22.25,42.13,41.84,34.11,17.6
2020-04-17,7.58,61.41,8.33,59.23,37.35,30.25,23.47,44.43,43.66,34.32,17.97
2020-04-20,7.45,60.02,8.02,59.5,36.54,29.59,22.56,43.45,43.01,35.0,17.85
2020-04-21,7.31,57.86,7.405,59.27,36.06,29.03,22.21,42.855,42.76,35.0,17.46
2020-04-22,7.48,59.45,7.635,61.75,36.37,30.11,22.89,43.33,43.18,36.84,17.89
2020-04-23,7.29,60.58,7.81,62.44,37.73,30.87,24.07,43.92,44.02,38.75,18.0
2020-04-24,7.14,61.45,8.48,63.11,37.91,30.73,23.54,43.71,44.27,39.65,17.99
2020-04-27,7.37,62.26,8.855,62.64,40.56,32.57,24.95,46.33,46.16,39.73,18.57
2020-04-28,7.84,64.31,8.9171,62.67,40.5,33.36,24.73,47.82,47.57,39.68,18.95
2020-04-29,8.67,64.7,9.265,62.31,42.5,34.64,25.8803,49.18,51.86,40.38,20.23
2020-04-30,8.145,61.44,8.82,59.44,41.16,32.44,24.26,46.3,45.92,37.77,19.32
2020-05-01,7.69,57.44,8.46,61.03,41.0,31.76,24.41,45.48,45.33,41.09,18.89
2020-05-04,7.79,57.27,8.7,62.82,41.04,32.35,24.32,45.85,45.53,41.42,19.3
2020-05-05,7.79,58.44,8.8,64.83,40.77,32.34,24.14,46.92,46.49,42.57,19.16
2020-05-06,7.7001,58.04,8.59,62.42,40.5,32.52,23.88,45.93,44.34,41.94,18.73
2020-05-07,7.48,59.74,8.98,64.61,40.92,32.91,24.13,42.96,44.66,43.71,19.12
2020-05-08,8.06,64.26,9.21,64.55,42.21,34.52,25.37,44.08,46.56,43.42,20.24
2020-05-11,7.77,64.35,8.98,62.96,40.64,33.88,24.32,42.76,44.59,42.71,19.66
2020-05-12,7.29,59.28,8.67,62.47,39.01,33.08,23.23,40.42,43.72,42.37,18.77
2020-05-13,6.97,59.93,8.4,63.87,37.33,32.61,22.15,38.76,42.36,43.33,18.11
2020-05-14,6.8,59.73,8.28,66.64,37.48,32.94,22.25,38.02,42.58,43.99,18.41
2020-05-15,6.665,61.39,8.48,67.92,38.05,32.83,22.52,39.24,43.45,45.64,18.98
2020-05-18,7.8,63.92,9.175,66.26,40.85,35.63,24.36,41.14,45.46,45.25,20.18
2020-05-19,7.74,63.51,9.14,67.38,40.41,35.91,24.19,39.99,44.4,46.71,20.31
2020-05-20,8.35,68.14,9.125,65.74,40.67,36.04,24.61,40.8,44.86,46.2,20.67
2020-05-21,8.3,67.95,8.885,63.49,40.0,35.48,24.77,41.88,45.46,44.63,20.36
2020-05-22,8.21,68.13,8.735,63.03,39.49,35.18,24.45,41.44,45.69,44.8,20.15
2020-05-26,8.76,74.97,9.26,59.18,41.51,35.96,25.79,42.94,46.57,43.06,20.54
2020-05-27,9.785,75.04,9.29,58.73,43.1,36.32,27.39,44.5,48.85,42.21,21.3
2020-05-28,9.48,75.99,9.09,58.72,42.56,36.79,26.99,43.68,48.335,43.2,20.95
2020-05-29,9.21,76.57,9.07,58.47,42.25,36.27,26.54,44.01,48.4,43.0,20.85
2020-06-01,9.49,77.43,9.35,60.5,42.47,36.85,26.86,44.4,47.9,43.75,21.34
2020-06-02,9.935,78.5,9.75,58.47,43.23,37.5,27.21,47.27,49.27,41.69,21.23
2020-06-03,10.78,79.0,10.15,56.03,44.12,38.285,27.88,49.21,49.91,39.26,21.69
2020-06-04,11.64,79.92,10.21,55.9,44.64,38.09,28.16,49.805,50.9,38.99,22.15
2020-06-05,12.05,84.37,10.85,54.75,45.46,38.97,29.15,51.49,52.9,37.75,23.01
2020-06-08,13.0,86.67,11.2586,55.54,45.5,38.77,29.6,50.55,53.65,37.91,23.8201
2020-06-09,12.58,85.13,11.265,57.17,44.26,38.99,29.32,49.74,51.52,38.18,23.402
2020-06-10,12.165,83.97,11.48,58.72,44.09,39.47,28.83,48.57,50.92,40.31,23.17
2020-06-11,10.41,74.56,9.9073,56.04,39.66,36.075,25.59,46.02,46.35,38.28,20.65
2020-06-12,11.215,77.12,10.22,56.005,40.79,36.8,26.22,44.94,47.34,38.86,21.08
2020-06-15,11.42,76.44,10.47,56.9,41.94,37.22,26.73,45.59,47.77,40.025,21.57
2020-06-16,11.56,79.28,10.81,55.96,44.62,37.35,28.14,47.08,49.15,38.81,22.15
2020-06-17,11.57,79.14,10.69,55.58,43.99,37.61,27.38,46.79,47.47,39.49,21.59
2020-06-18,11.66,78.79,10.55,55.56,43.525,36.89,26.77,46.97,47.42,39.25,21.06
2020-06-19,11.47,78.38,10.51,56.99,42.67,37.67,27.17,46.93,46.67,41.79,20.97
2020-06-22,11.875,75.79,10.79,58.24,42.3,37.45,27.23,46.78,47.67,42.45,21.22
2020-06-23,12.21,76.12,11.085,58.93,42.23,38.32,27.24,47.46,47.51,42.8,21.32
2020-06-24,11.135,73.31,10.56,58.4,40.69,37.49,25.86,45.33,46.27,41.54,20.45
2020-06-25,11.82,73.92,11.08,58.58,41.41,38.31,26.7,45.58,46.64,42.205,20.86
2020-06-26,10.9,74.61,10.79,59.31,40.6,37.7,25.43,45.0,45.65,42.21,20.18
2020-06-29,10.99,76.39,11.03,59.53,40.9,38.39,25.76,47.45,48.57,42.41,20.87
2020-06-30,11.23,77.19,11.56,61.72,41.4,39.73,26.08,48.0,48.85,44.02,21.2
2020-07-01,10.94,76.06,11.49,61.36,40.38,38.6,25.5,46.55,47.43,43.74,20.73
2020-07-02,10.97,78.55,11.5,60.95,41.4,38.9,25.99,46.71,47.65,43.29,20.78
2020-07-06,11.47,81.21,12.745,61.17,41.64,40.74,25.95,47.14,48.19,44.35,21.23
2020-07-07,11.24,77.98,12.73,62.47,41.17,40.02,25.59,46.66,46.89,45.11,20.93
2020-07-08,11.1,77.95,12.82,63.44,39.67,40.63,24.88,47.255,47.46,46.92,20.87
2020-07-09,10.53,75.76,12.89,62.75,38.8,40.34,24.52,46.52,46.11,46.72,20.54
2020-07-10,11.42,78.89,12.98,61.88,40.44,41.66,25.81,47.95,47.14,46.64,21.37
2020-07-13,11.51,81.61,13.02,59.52,39.94,41.18,25.56,47.06,47.14,45.2,21.16
2020-07-14,12.605,84.15,13.5,61.76,41.04,42.47,26.46,48.52,48.28,47.09,22.03
2020-07-15,12.68,86.57,13.54,62.13,41.68,42.8,27.01,50.52,49.39,47.25,22.59
2020-07-16,13.535,86.49,13.49,61.57,41.8,42.71,27.06,50.57,49.36,46.78,22.39
2020-07-17,13.07,88.44,13.58,62.93,41.27,43.69,26.81,50.5,49.73,48.165,22.4
2020-07-20,12.72,87.0,13.435,64.19,40.72,43.79,26.48,50.57,48.58,49.44,22.38
2020-07-21,13.16,87.21,13.39,64.27,41.88,43.21,27.05,51.65,50.31,51.2,22.94
2020-07-22,13.06,87.69,13.62,65.47,42.25,43.79,27.72,51.8465,50.16,52.25,23.23
2020-07-23,12.71,87.94,13.32,65.78,42.63,43.37,27.56,51.96,50.47,50.99,23.04
2020-07-24,12.75,87.07,13.11,66.75,42.85,43.01,27.81,50.79,49.94,53.61,23.01
2020-07-27,13.24,85.78,13.56,69.05,43.84,46.07,28.38,51.97,50.42,56.22,23.68
2020-07-28,12.91,83.7,13.23,68.6,42.67,44.9,27.32,51.56,49.16,55.52,23.21
2020-07-29,13.18,83.84,13.31,67.86,43.25,44.26,27.99,52.69,51.06,54.84,23.6
2020-07-30,13.19,82.99,12.95,65.66,42.7,43.86,27.59,52.31,49.52,52.8,23.11
2020-07-31,13.0,82.44,12.92,69.22,41.94,43.73,27.4,51.76,50.28,54.33,22.89
2020-08-03,13.675,83.34,13.1,68.15,42.86,44.14,28.14,53.1,50.23,53.01,23.36
2020-08-04,13.67,85.35,12.96,70.25,43.02,43.56,27.9,54.01,50.25,56.13,23.76
2020-08-05,14.682,88.61,13.97,70.37,43.47,45.28,28.16,61.03,52.5,56.21,24.52
2020-08-06,14.91,83.33,14.56,70.11,43.27,46.16,28.0,62.69,52.25,55.4,24.565
2020-08-07,14.68,84.53,13.97,68.91,44.34,45.08,28.51,62.9,54.1,52.86,24.38
2020-08-10,15.57,87.23,14.39,67.91,46.1,45.87,30.19,65.92,55.11,52.77,25.33
2020-08-11,14.89,92.5,13.96,62.88,45.41,44.53,30.32,67.03,55.205,49.22,24.77
2020-08-12,14.96,91.02,13.96,62.98,45.89,45.33,30.69,68.01,54.97,49.38,24.75
2020-08-13,14.48,91.59,13.78,64.11,45.49,44.86,30.57,68.53,53.92,50.82,24.66
2020-08-14,14.63,92.3962,13.77,63.85,46.26,45.2,30.95,68.78,53.87,50.56,24.79
2020-08-17,14.505,91.71,14.11,68.35,46.37,45.94,30.88,67.77,53.91,52.92,25.2
2020-08-18,14.76,92.17,14.41,67.7,46.37,46.54,30.39,66.16,53.39,52.83,25.05
2020-08-19,15.3,92.25,14.93,65.98,45.8,46.76,30.17,65.9,53.19,51.5,24.72
2020-08-20,15.18,91.08,14.7,67.24,45.64,46.5,30.18,66.19,52.44,52.48,24.8
2020-08-21,14.6,89.74,14.36,65.56,44.69,45.98,29.6,66.5,51.8,51.86,24.14
2020-08-24,15.12,92.0,14.555,65.2,46.02,46.6,30.3,67.1,53.36,51.15,24.59
2020-08-25,15.05,91.09,14.46,64.86,45.57,46.26,29.85,66.02,52.56,51.34,24.53
2020-08-26,15.07,91.94,15.02,65.67,45.52,47.2,29.73,65.97,52.32,53.04,24.63
2020-08-27,14.84,91.13,14.905,64.76,45.56,46.3,29.79,65.81,52.18,51.4,24.54
2020-08-28,15.12,92.32,15.66,66.71,45.98,48.21,30.2,64.78,52.39,53.04,25.06
2020-08-31,14.62,90.91,15.61,67.24,45.47,48.1,29.52,62.44,51.68,53.36,24.8
2020-09-01,15.08,97.42,16.18,67.02,46.64,48.53,30.08,64.11,51.7,52.99,25.07
