,AA,ALB,FCX,NEM,NUE,SCCO,STLD,ROCK,WIRE,WPM,XME
2015-09-02,0.013029315960912058,-0.0030331311245918036,0.013319672131147708,-0.030484160191273202,0.01831588962892483,0.039716869838773095,0.03404255319148941,0.042553191489361764,0.009904153354632461,-0.01183431952662728,0.007164790174002178
2015-09-03,0.024651661307609984,0.0032763866136205078,0.02325581395348819,-0.0018495684340319452,0.0016351319785097296,0.027231467473525006,-0.010802469135802517,-0.009603841536614643,0.016450490351154867,-0.008982035928143617,-0.0030487804878047697
2015-09-04,-0.007322175732217606,-0.010263587590389478,-0.04150197628458496,-0.02964793082149475,-0.027985074626865725,-0.02945508100147276,-0.02808112324492973,-0.007878787878787818,-0.00031123560535339934,-0.015105740181268978,-0.015290519877675823
2015-09-08,0.023709167544784027,0.012962526514258776,0.07216494845360844,0.015276893698281224,0.020633397312859847,0.052352048558421904,0.05029427501337591,0.0116065974343309,0.03673723536737228,0.022787028921998242,0.01863354037267073
2015-09-09,-0.01492537313432829,0.001163331782224386,0.032692307692307576,-0.020689655172413834,-0.023272214386459877,-0.008651766402307137,-0.02241467142129383,0.012077294685990614,0.0,-0.023993144815766865,-0.01880081300813008
2015-09-10,0.005224660397074032,-0.005112712061352553,0.05027932960893855,-0.003841229193341733,0.00673886883273167,0.022909090909090768,-0.008337675872850503,-0.015513126491646823,-0.004204204204204198,0.0026338893766462146,-0.015535991714137554
2015-09-11,0.0020790020790022457,-0.018687222611539434,0.009751773049645474,0.04370179948586106,0.00645469758546513,0.0024884464984002985,-0.012611665790856597,0.02545454545454562,-0.013570566948130192,0.01795096322241685,-0.00946870068385075
2015-09-14,-0.026970954356846488,-0.0028564627469649384,-0.019315188762072055,-0.02216748768472887,-0.03277909738717344,-0.01773049645390068,-0.0367216604576901,-0.014775413711583973,-0.01773158055640467,-0.04086021505376336,-0.027084439723844778
2015-09-15,0.026652452025586415,0.05681546908570079,0.0107430617726052,0.005667506297229119,0.004420432220039183,0.004693140794223893,-0.005524861878453136,0.022195560887822374,0.019296607531901655,0.03139013452914785,0.010371179039301293
2015-09-16,0.02388369678089286,0.010842557036367717,0.04871567759078843,0.060112711333750735,0.01760391198044009,0.016169601149838453,0.010555555555555651,0.025234741784037507,0.03633587786259529,0.07353913043478277,0.03025391680172862
2015-09-17,0.009127789046653234,0.006703910614525022,0.017736486486486625,0.01772002362669811,-0.0067275348390195555,-0.004243281471004279,-0.010445299615173265,-0.0011448196908986352,-0.004124926340601132,0.014118275998930674,-0.003151546932354643
2015-09-18,0.0020100502512563345,0.01398446170921197,-0.10872199170124486,-0.015089959373186357,-0.026124818577648923,-0.03622159090909094,-0.00666666666666671,-0.04240687679083088,-0.04378698224852062,-0.010383386581469534,-0.03155724122693959
2015-09-21,-0.006018054162487463,0.015761821366024442,-0.01954394361213807,-0.02003535651149091,0.0,-0.004053058216654359,0.0022371364653246406,-0.016157989228007152,-0.007116336633663289,-0.016142050040355183,-0.01738185768604017
2015-09-22,-0.040867810292633644,-0.014655172413793105,0.006647673314339908,-0.061936259771497304,-0.028509687034277142,-0.013318534961154205,-0.03292410714285732,-0.009124087591241059,-0.006855718292303026,-0.033634126333059844,-0.04367053620784955
2015-09-23,-0.032088374539715914,-0.009405074365704258,-0.057547169811320686,-0.0038461538461538325,-0.016930778631731203,-0.010873640794900719,-0.017311021350259526,0.011663597298956496,-0.027298399748980295,-0.017826825127334356,-0.03063583815028903
2015-09-24,0.0,-0.0017663943475380028,0.0,0.0791505791505791,0.004941482444733358,0.0193328278999243,0.032295948326482415,0.016990291262136026,0.016451612903225943,0.08210890233362145,0.03875968992248069
2015-09-25,-0.013043478260869712,-0.0017695200176951476,-0.020020020020020124,-0.010137149672033274,-0.0031055900621117516,-0.008181480104127892,-0.018771331058020424,0.017303102625298328,0.010472865756902427,-0.006389776357827448,-0.02813432835820906
2015-09-28,0.05837004405286339,-0.07423000221582099,-0.08988764044943809,-0.03614457831325313,-0.038681204569055105,-0.02962129733783292,-0.03304347826086962,0.03284457478005853,-0.007537688442211032,-0.05305466237942125,-0.029527640446783465
2015-09-29,-0.015608740894901163,0.0174724748683579,0.023007856341189736,-0.011781249999999965,0.003240615716986195,0.008114374034003058,0.008992805755395628,0.013060760931289161,0.019620253164556845,0.00339558573853993,0.002434570906877598
2015-09-30,0.02008456659619462,0.03693248647377079,0.06198573779484362,0.015716408942857862,0.010767160161507361,0.023572249904177722,0.02079619726678561,0.03195067264573992,0.014276846679081245,0.016920473773265554,0.01578627808136024
2015-10-01,-0.0383419689119171,0.025181488203266822,0.01446280991735538,-0.014321295143212898,0.0013315579227697327,0.018906571803033234,0.0017462165308499422,-0.005975013579576305,0.0009179926560587415,-0.04159733777038266,-0.00896592946802166
2015-10-02,0.025862068965517127,0.021243637973002993,0.08248472505091664,0.07896399241945651,0.010638297872340496,0.014336693629892094,0.03428239395700183,0.002732240437158584,0.04157749923570764,0.109375,0.04644149577804613
2015-10-05,0.09243697478991608,0.02795232936077996,0.052210724365004735,0.050351288056206256,0.04789473684210521,0.02753623188405796,0.02134831460674147,0.021803814713896363,0.0619313178749632,0.06103286384976525,0.05302593659942345
2015-10-06,0.05576923076923079,0.003583473861720199,0.05856057219490385,0.02341137123745818,0.0027624309392264568,0.01093088857545843,-0.0011001100110010764,-0.011738604060778313,-0.012711442786069616,0.0663716814159292,0.04269293924466355
2015-10-07,-0.004553734061930714,0.027095148078134734,0.09923986486486491,0.03213507625272327,0.016028049085900387,0.00802232298569927,0.04240088105726869,0.011872638963842386,0.03275186799589025,-0.0020746887966806016,0.007874015748031482
2015-10-08,0.007319304666056681,0.03435582822085892,0.034191317710334346,-0.0158311345646438,0.017254128666502444,0.0006920415224913601,0.007395668251452658,0.01973333333333338,0.037137435619408965,-0.016632016632016633,0.020312499999999956
2015-10-09,-0.0681198910081744,0.003163305654408921,0.0014858841010401136,0.015549597855228026,0.004846135207172253,0.04287690179806347,0.000524383848977239,0.003138075313807498,-0.006795608991113422,0.018322762508808932,0.009188361408882129
2015-10-12,-0.01754385964912286,-0.004927079227433961,-0.04005934718100901,-0.026399155227032733,-0.004340487099107837,-0.010941644562334263,0.0,-0.008342022940563076,-0.021184210526315805,-0.0387543252595155,-0.034395548811330334
2015-10-13,-0.004960317460317443,-0.00495147553971087,-0.016228748068006116,-0.004338394793926392,0.005570356018406386,-0.015755950385517914,0.002096436058700357,-0.002103049421661396,-0.020569969081865702,-0.01367890568754504,-0.004190675746464034
2015-10-14,-0.009970089730807596,0.023885350318471277,0.02513747054202664,0.061002178649237626,-0.00024084778420052633,0.0015326975476839255,0.001569037656903749,-0.0031612223393044925,0.004943741267475321,0.07591240875912408,0.009468700683850528
2015-10-15,-0.023162134944612167,0.0007776049766718973,-0.003831417624521105,-0.008726899383983633,0.01626114189351968,-0.0011902737629654325,0.01096605744125334,0.0332980972515855,0.03987981425839937,0.008141112618724522,0.020323084940072844
2015-10-16,-0.015463917525773252,0.018842268842268917,-0.04230769230769238,-0.01631279129984453,-0.00035557662676310997,-0.020088525706503213,-0.02117768595041325,0.11457800511508953,-0.01576044129235621,-0.038358008075370154,-0.026557711950970342
2015-10-19,-0.012565445026177957,-0.004385128693994322,-0.03373493975903619,-0.023427217688865465,-0.02489921745316581,-0.010423905489923557,-0.04485488126649062,-0.007342817806333168,0.016546570589805354,-0.045486354093771775,-0.0346274921301154
2015-10-20,-0.0010604453870625141,-0.0022979701263883268,0.017456359102244523,0.016172506738544534,-0.005593385214007651,0.001053370786516794,-0.013812154696132617,0.016319926028663945,-0.003150433184562984,0.027126099706744844,-0.007059782608695664
2015-10-21,-0.03184713375796189,-0.017850287907869467,-0.023692810457516367,-0.022281167108753386,-0.014428955734898552,-0.016485443703963654,-0.008963585434173638,-0.0015011599872629677,-0.017908875427969484,-0.032119914346894984,-0.026825249998631562
2015-10-22,-0.002192982456140302,0.023842094977525763,0.00502092050209213,0.033640803038524236,0.057071960297766955,0.014621968616262526,0.043527416619558945,0.006833712984054774,0.019039957093054394,0.022861356932153187,0.028121484814398245
2015-10-23,0.003296703296703285,0.0034357701851497335,0.009991673605328932,0.026246719160105014,0.021126760563380254,0.019683655536028244,0.014084507042253502,-0.0063348416289592535,0.13473684210526304,0.03749098774333093,0.013676148796498921
2015-10-26,-0.03943044906900339,0.0017120030435608946,-0.008837592745259748,-0.03785166240409221,-0.02597701149425291,-0.014305411926921807,-0.024572649572649485,-0.016393442622950838,-0.01576994434137291,-0.008339124391938957,-0.042633567188343324
2015-10-27,-0.005701254275940704,-0.01405241169768312,-0.03516651695112627,-0.0010632642211589882,0.0002360160490915142,-0.01521244972897351,0.0021905805038333614,-0.00462962962962965,-0.02851083883129124,0.014015416958654603,-0.024239007891770026
